name,leavetime,reachtime,seat,charge,date,day,airport,leavehour
아시아나항공,1150,1305,할인석,72700,2023-07-25,화,GMP,11
아시아나항공,1150,1305,일반석,132700,2023-07-25,화,GMP,11
대한항공,1155,1305,할인석,94700,2023-07-25,화,GMP,11
대한항공,1155,1305,일반석,129700,2023-07-25,화,GMP,11
제주항공,1215,1335,할인석,81600,2023-07-25,화,GMP,12
제주항공,1215,1335,일반석,119200,2023-07-25,화,GMP,12
아시아나항공,1220,1335,할인석,72700,2023-07-25,화,GMP,12
아시아나항공,1220,1335,일반석,132700,2023-07-25,화,GMP,12
아시아나항공,1225,1335,할인석,72700,2023-07-25,화,GMP,12
아시아나항공,1225,1335,일반석,132700,2023-07-25,화,GMP,12
제주항공,1240,1350,할인석,81600,2023-07-25,화,GMP,12
제주항공,1240,1350,일반석,119200,2023-07-25,화,GMP,12
티웨이항공,1250,1400,할인석,66760,2023-07-25,화,GMP,12
티웨이항공,1250,1400,일반석,118700,2023-07-25,화,GMP,12
이스타항공,1255,1405,할인석,58600,2023-07-25,화,GMP,12
이스타항공,1255,1405,일반석,119600,2023-07-25,화,GMP,12
아시아나항공,1300,1410,할인석,72700,2023-07-25,화,GMP,13
대한항공,1300,1410,특가석,77700,2023-07-25,화,GMP,13
대한항공,1300,1410,할인석,83700,2023-07-25,화,GMP,13
대한항공,1300,1410,일반석,129700,2023-07-25,화,GMP,13
아시아나항공,1300,1410,일반석,132700,2023-07-25,화,GMP,13
에어서울,1315,1425,할인석,61600,2023-07-25,화,GMP,13
에어서울,1315,1425,일반석,66900,2023-07-25,화,GMP,13
대한항공,1320,1430,특가석,77700,2023-07-25,화,GMP,13
대한항공,1320,1430,할인석,83700,2023-07-25,화,GMP,13
대한항공,1320,1430,일반석,129700,2023-07-25,화,GMP,13
티웨이항공,1325,1435,할인석,66760,2023-07-25,화,GMP,13
티웨이항공,1325,1435,일반석,118700,2023-07-25,화,GMP,13
대한항공,1330,1440,특가석,77700,2023-07-25,화,GMP,13
제주항공,1330,1440,할인석,78600,2023-07-25,화,GMP,13
대한항공,1330,1440,할인석,83700,2023-07-25,화,GMP,13
제주항공,1330,1440,일반석,119200,2023-07-25,화,GMP,13
대한항공,1330,1440,일반석,129700,2023-07-25,화,GMP,13
이스타항공,1340,1450,할인석,58600,2023-07-25,화,GMP,13
티웨이항공,1340,1450,할인석,71510,2023-07-25,화,GMP,13
티웨이항공,1340,1450,일반석,118700,2023-07-25,화,GMP,13
이스타항공,1340,1450,일반석,119600,2023-07-25,화,GMP,13
아시아나항공,1400,1510,할인석,72700,2023-07-25,화,GMP,14
아시아나항공,1400,1510,일반석,132700,2023-07-25,화,GMP,14
티웨이항공,1405,1515,할인석,66760,2023-07-25,화,GMP,14
티웨이항공,1405,1515,일반석,118700,2023-07-25,화,GMP,14
진에어,1415,1525,할인석,66600,2023-07-25,화,GMP,14
대한항공,1415,1525,특가석,77700,2023-07-25,화,GMP,14
대한항공,1415,1525,할인석,83700,2023-07-25,화,GMP,14
진에어,1415,1525,일반석,119700,2023-07-25,화,GMP,14
대한항공,1415,1525,일반석,129700,2023-07-25,화,GMP,14
아시아나항공,1420,1530,할인석,72700,2023-07-25,화,GMP,14
아시아나항공,1420,1530,일반석,132700,2023-07-25,화,GMP,14
제주항공,1440,1550,할인석,89600,2023-07-25,화,GMP,14
제주항공,1440,1550,일반석,119200,2023-07-25,화,GMP,14
아시아나항공,1455,1605,특가석,66700,2023-07-25,화,GMP,14
아시아나항공,1455,1605,할인석,72700,2023-07-25,화,GMP,14
아시아나항공,1455,1605,일반석,132700,2023-07-25,화,GMP,14
진에어,1500,1610,할인석,64600,2023-07-25,화,GMP,15
대한항공,1500,1610,일반석,106700,2023-07-25,화,GMP,15
진에어,1500,1610,일반석,119700,2023-07-25,화,GMP,15
에어부산,1505,1615,할인석,62520,2023-07-25,화,GMP,15
아시아나항공,1505,1615,특가석,66700,2023-07-25,화,GMP,15
아시아나항공,1505,1615,할인석,72700,2023-07-25,화,GMP,15
에어부산,1505,1615,일반석,118700,2023-07-25,화,GMP,15
아시아나항공,1505,1615,일반석,132700,2023-07-25,화,GMP,15
대한항공,1510,1620,특가석,71700,2023-07-25,화,GMP,15
대한항공,1510,1620,할인석,83700,2023-07-25,화,GMP,15
제주항공,1510,1620,할인석,89600,2023-07-25,화,GMP,15
제주항공,1510,1620,일반석,119200,2023-07-25,화,GMP,15
대한항공,1510,1620,일반석,129700,2023-07-25,화,GMP,15
티웨이항공,1525,1635,할인석,62010,2023-07-25,화,GMP,15
티웨이항공,1525,1635,일반석,118700,2023-07-25,화,GMP,15
제주항공,1530,1640,할인석,78600,2023-07-25,화,GMP,15
제주항공,1530,1640,일반석,119200,2023-07-25,화,GMP,15
대한항공,1535,1645,특가석,71700,2023-07-25,화,GMP,15
대한항공,1535,1645,할인석,83700,2023-07-25,화,GMP,15
대한항공,1535,1645,일반석,129700,2023-07-25,화,GMP,15
이스타항공,1540,1650,할인석,58600,2023-07-25,화,GMP,15
이스타항공,1540,1650,일반석,119600,2023-07-25,화,GMP,15
제주항공,1550,1705,할인석,89600,2023-07-25,화,GMP,15
제주항공,1550,1705,일반석,119200,2023-07-25,화,GMP,15
이스타항공,1555,1705,할인석,58600,2023-07-25,화,GMP,15
이스타항공,1555,1705,일반석,119600,2023-07-25,화,GMP,15
아시아나항공,1600,1710,할인석,78700,2023-07-25,화,GMP,16
아시아나항공,1600,1710,일반석,132700,2023-07-25,화,GMP,16
대한항공,1630,1740,특가석,71700,2023-07-25,화,GMP,16
대한항공,1630,1740,할인석,83700,2023-07-25,화,GMP,16
대한항공,1630,1740,일반석,129700,2023-07-25,화,GMP,16
이스타항공,1635,1745,할인석,58600,2023-07-25,화,GMP,16
아시아나항공,1635,1750,할인석,72700,2023-07-25,화,GMP,16
이스타항공,1635,1745,일반석,119600,2023-07-25,화,GMP,16
아시아나항공,1635,1750,일반석,132700,2023-07-25,화,GMP,16
대한항공,1705,1815,특가석,77700,2023-07-25,화,GMP,17
대한항공,1705,1815,할인석,83700,2023-07-25,화,GMP,17
대한항공,1705,1815,일반석,129700,2023-07-25,화,GMP,17
티웨이항공,1725,1835,할인석,71510,2023-07-25,화,GMP,17
티웨이항공,1725,1835,일반석,118700,2023-07-25,화,GMP,17
에어부산,1735,1855,할인석,60400,2023-07-25,화,GMP,17
에어부산,1735,1855,일반석,118700,2023-07-25,화,GMP,17
티웨이항공,1740,1850,할인석,62010,2023-07-25,화,GMP,17
티웨이항공,1740,1850,일반석,118700,2023-07-25,화,GMP,17
아시아나항공,1750,1900,특가석,66700,2023-07-25,화,GMP,17
대한항공,1750,1900,특가석,71700,2023-07-25,화,GMP,17
아시아나항공,1750,1900,할인석,72700,2023-07-25,화,GMP,17
대한항공,1750,1900,할인석,83700,2023-07-25,화,GMP,17
대한항공,1750,1900,일반석,129700,2023-07-25,화,GMP,17
아시아나항공,1750,1900,일반석,132700,2023-07-25,화,GMP,17
에어서울,1800,1910,할인석,61600,2023-07-25,화,GMP,18
에어서울,1800,1910,일반석,66900,2023-07-25,화,GMP,18
에어부산,1810,1920,할인석,60400,2023-07-25,화,GMP,18
티웨이항공,1810,1920,할인석,62010,2023-07-25,화,GMP,18
이스타항공,1810,1920,할인석,63600,2023-07-25,화,GMP,18
티웨이항공,1810,1920,일반석,118700,2023-07-25,화,GMP,18
에어부산,1810,1920,일반석,118700,2023-07-25,화,GMP,18
이스타항공,1810,1920,일반석,119600,2023-07-25,화,GMP,18
제주항공,1815,1925,일반석,119200,2023-07-25,화,GMP,18
대한항공,1820,1930,특가석,71700,2023-07-25,화,GMP,18
대한항공,1820,1930,할인석,83700,2023-07-25,화,GMP,18
대한항공,1820,1930,일반석,129700,2023-07-25,화,GMP,18
아시아나항공,1825,1935,특가석,66700,2023-07-25,화,GMP,18
아시아나항공,1825,1935,할인석,72700,2023-07-25,화,GMP,18
아시아나항공,1825,1935,일반석,132700,2023-07-25,화,GMP,18
대한항공,1835,1945,특가석,71700,2023-07-25,화,GMP,18
대한항공,1835,1945,할인석,83700,2023-07-25,화,GMP,18
대한항공,1835,1945,일반석,129700,2023-07-25,화,GMP,18
아시아나항공,1845,1955,특가석,66700,2023-07-25,화,GMP,18
아시아나항공,1845,1955,할인석,72700,2023-07-25,화,GMP,18
아시아나항공,1845,1955,일반석,132700,2023-07-25,화,GMP,18
티웨이항공,1850,2000,할인석,62010,2023-07-25,화,GMP,18
티웨이항공,1850,2000,일반석,118700,2023-07-25,화,GMP,18
아시아나항공,1855,2005,특가석,66700,2023-07-25,화,GMP,18
아시아나항공,1855,2005,할인석,72700,2023-07-25,화,GMP,18
아시아나항공,1855,2005,일반석,132700,2023-07-25,화,GMP,18
대한항공,1900,2010,특가석,77700,2023-07-25,화,GMP,19
대한항공,1900,2010,할인석,83700,2023-07-25,화,GMP,19
대한항공,1900,2010,일반석,129700,2023-07-25,화,GMP,19
에어부산,1905,2020,할인석,60400,2023-07-25,화,GMP,19
진에어,1905,2015,할인석,64600,2023-07-25,화,GMP,19
대한항공,1905,2015,일반석,106700,2023-07-25,화,GMP,19
에어부산,1905,2020,일반석,118700,2023-07-25,화,GMP,19
진에어,1905,2015,일반석,119700,2023-07-25,화,GMP,19
제주항공,1910,2020,일반석,119200,2023-07-25,화,GMP,19
아시아나항공,1920,2035,할인석,78700,2023-07-25,화,GMP,19
대한항공,1920,2030,할인석,94700,2023-07-25,화,GMP,19
대한항공,1920,2030,일반석,129700,2023-07-25,화,GMP,19
아시아나항공,1920,2035,일반석,132700,2023-07-25,화,GMP,19
이스타항공,1925,2035,할인석,63600,2023-07-25,화,GMP,19
이스타항공,1925,2035,일반석,119600,2023-07-25,화,GMP,19
제주항공,1930,2040,일반석,119200,2023-07-25,화,GMP,19
진에어,1935,2050,할인석,64600,2023-07-25,화,GMP,19
대한항공,1935,2050,일반석,106700,2023-07-25,화,GMP,19
진에어,1935,2050,일반석,119700,2023-07-25,화,GMP,19
이스타항공,1945,2055,할인석,68600,2023-07-25,화,GMP,19
이스타항공,1945,2055,일반석,119600,2023-07-25,화,GMP,19
제주항공,2030,2140,할인석,96600,2023-07-25,화,GMP,20
제주항공,2030,2140,일반석,119200,2023-07-25,화,GMP,20
대한항공,2030,2140,일반석,129700,2023-07-25,화,GMP,20
아시아나항공,2120,2230,할인석,102700,2023-07-25,화,GMP,21
아시아나항공,2120,2230,일반석,132700,2023-07-25,화,GMP,21
아시아나항공,630,740,할인석,72700,2023-07-25,화,CJU,6
아시아나항공,630,740,일반석,132700,2023-07-25,화,CJU,6
아시아나항공,640,750,특가석,66700,2023-07-25,화,CJU,6
아시아나항공,640,750,할인석,72700,2023-07-25,화,CJU,6
아시아나항공,640,750,일반석,132700,2023-07-25,화,CJU,6
대한항공,700,810,특가석,77700,2023-07-25,화,CJU,7
대한항공,700,810,할인석,83700,2023-07-25,화,CJU,7
대한항공,700,810,일반석,129700,2023-07-25,화,CJU,7
에어서울,735,845,할인석,65600,2023-07-25,화,CJU,7
에어서울,735,845,특가석,71700,2023-07-25,화,CJU,7
에어서울,735,845,일반석,119700,2023-07-25,화,CJU,7
티웨이항공,755,905,할인석,66760,2023-07-25,화,CJU,7
아시아나항공,755,905,할인석,72700,2023-07-25,화,CJU,7
티웨이항공,755,905,일반석,118700,2023-07-25,화,CJU,7
아시아나항공,755,905,일반석,132700,2023-07-25,화,CJU,7
이스타항공,810,915,할인석,68600,2023-07-25,화,CJU,8
이스타항공,810,915,일반석,119600,2023-07-25,화,CJU,8
진에어,815,930,할인석,60600,2023-07-25,화,CJU,8
진에어,815,930,일반석,119700,2023-07-25,화,CJU,8
이스타항공,830,940,할인석,68600,2023-07-25,화,CJU,8
이스타항공,830,940,일반석,119600,2023-07-25,화,CJU,8
에어부산,840,1000,할인석,60400,2023-07-25,화,CJU,8
대한항공,840,950,특가석,77700,2023-07-25,화,CJU,8
대한항공,840,950,할인석,83700,2023-07-25,화,CJU,8
에어부산,840,1000,일반석,118700,2023-07-25,화,CJU,8
대한항공,840,950,일반석,129700,2023-07-25,화,CJU,8
티웨이항공,845,955,할인석,62010,2023-07-25,화,CJU,8
제주항공,845,955,할인석,65600,2023-07-25,화,CJU,8
아시아나항공,845,955,할인석,72700,2023-07-25,화,CJU,8
티웨이항공,845,955,일반석,118700,2023-07-25,화,CJU,8
제주항공,845,955,일반석,119200,2023-07-25,화,CJU,8
아시아나항공,845,955,일반석,132700,2023-07-25,화,CJU,8
이스타항공,850,1000,할인석,68600,2023-07-25,화,CJU,8
이스타항공,850,1000,일반석,119600,2023-07-25,화,CJU,8
에어부산,915,1025,할인석,61460,2023-07-25,화,CJU,9
진에어,915,1025,할인석,64600,2023-07-25,화,CJU,9
에어부산,915,1025,일반석,118700,2023-07-25,화,CJU,9
진에어,915,1025,일반석,119700,2023-07-25,화,CJU,9
아시아나항공,920,1030,할인석,78700,2023-07-25,화,CJU,9
아시아나항공,920,1030,일반석,132700,2023-07-25,화,CJU,9
제주항공,945,1055,할인석,81600,2023-07-25,화,CJU,9
제주항공,945,1055,일반석,119200,2023-07-25,화,CJU,9
이스타항공,950,1100,할인석,73600,2023-07-25,화,CJU,9
아시아나항공,950,1100,할인석,78700,2023-07-25,화,CJU,9
이스타항공,950,1100,일반석,119600,2023-07-25,화,CJU,9
아시아나항공,950,1100,일반석,132700,2023-07-25,화,CJU,9
티웨이항공,1000,1110,할인석,71510,2023-07-25,화,CJU,10
티웨이항공,1000,1110,일반석,118700,2023-07-25,화,CJU,10
대한항공,1005,1115,특가석,77700,2023-07-25,화,CJU,10
대한항공,1005,1115,할인석,83700,2023-07-25,화,CJU,10
대한항공,1005,1115,일반석,129700,2023-07-25,화,CJU,10
제주항공,1010,1120,할인석,81600,2023-07-25,화,CJU,10
제주항공,1010,1120,일반석,119200,2023-07-25,화,CJU,10
아시아나항공,1020,1130,할인석,84700,2023-07-25,화,CJU,10
아시아나항공,1020,1130,일반석,132700,2023-07-25,화,CJU,10
제주항공,1050,1200,할인석,65600,2023-07-25,화,CJU,10
제주항공,1050,1200,일반석,119200,2023-07-25,화,CJU,10
대한항공,1055,1205,특가석,77700,2023-07-25,화,CJU,10
대한항공,1055,1205,할인석,83700,2023-07-25,화,CJU,10
대한항공,1055,1205,일반석,129700,2023-07-25,화,CJU,10
에어서울,1100,1210,할인석,61600,2023-07-25,화,CJU,11
에어서울,1100,1210,특가석,67500,2023-07-25,화,CJU,11
에어서울,1100,1210,일반석,119700,2023-07-25,화,CJU,11
티웨이항공,1105,1215,할인석,62010,2023-07-25,화,CJU,11
티웨이항공,1105,1215,일반석,118700,2023-07-25,화,CJU,11
대한항공,1115,1230,특가석,64700,2023-07-25,화,CJU,11
대한항공,1115,1230,할인석,83700,2023-07-25,화,CJU,11
대한항공,1115,1230,일반석,129700,2023-07-25,화,CJU,11
대한항공,1130,1240,특가석,64700,2023-07-25,화,CJU,11
대한항공,1130,1240,할인석,83700,2023-07-25,화,CJU,11
대한항공,1130,1240,일반석,129700,2023-07-25,화,CJU,11
티웨이항공,1135,1245,할인석,57260,2023-07-25,화,CJU,11
티웨이항공,1135,1245,일반석,118700,2023-07-25,화,CJU,11
티웨이항공,1140,1250,할인석,57260,2023-07-25,화,CJU,11
제주항공,1140,1250,할인석,58600,2023-07-25,화,CJU,11
티웨이항공,1140,1250,일반석,118700,2023-07-25,화,CJU,11
제주항공,1140,1250,일반석,119200,2023-07-25,화,CJU,11
이스타항공,1145,1255,할인석,58600,2023-07-25,화,CJU,11
이스타항공,1145,1255,일반석,119600,2023-07-25,화,CJU,11
제주항공,1210,1320,할인석,53600,2023-07-25,화,CJU,12
아시아나항공,1210,1320,특가석,60700,2023-07-25,화,CJU,12
아시아나항공,1210,1320,할인석,72700,2023-07-25,화,CJU,12
제주항공,1210,1320,일반석,119200,2023-07-25,화,CJU,12
아시아나항공,1210,1320,일반석,132700,2023-07-25,화,CJU,12
티웨이항공,1215,1325,할인석,52510,2023-07-25,화,CJU,12
티웨이항공,1215,1325,일반석,118700,2023-07-25,화,CJU,12
진에어,1220,1335,할인석,52600,2023-07-25,화,CJU,12
제주항공,1220,1330,할인석,53600,2023-07-25,화,CJU,12
제주항공,1220,1330,일반석,119200,2023-07-25,화,CJU,12
진에어,1220,1335,일반석,119700,2023-07-25,화,CJU,12
대한항공,1225,1335,특가석,64700,2023-07-25,화,CJU,12
대한항공,1225,1335,할인석,83700,2023-07-25,화,CJU,12
대한항공,1225,1335,일반석,129700,2023-07-25,화,CJU,12
아시아나항공,1235,1345,특가석,60700,2023-07-25,화,CJU,12
아시아나항공,1235,1345,할인석,72700,2023-07-25,화,CJU,12
아시아나항공,1235,1345,일반석,132700,2023-07-25,화,CJU,12
이스타항공,1300,1405,할인석,53600,2023-07-25,화,CJU,13
이스타항공,1300,1405,일반석,119600,2023-07-25,화,CJU,13
아시아나항공,1310,1420,특가석,60700,2023-07-25,화,CJU,13
아시아나항공,1310,1420,할인석,72700,2023-07-25,화,CJU,13
아시아나항공,1310,1420,일반석,132700,2023-07-25,화,CJU,13
진에어,1315,1425,할인석,54600,2023-07-25,화,CJU,13
진에어,1315,1425,일반석,119700,2023-07-25,화,CJU,13
에어부산,1320,1430,할인석,46620,2023-07-25,화,CJU,13
대한항공,1320,1430,특가석,64700,2023-07-25,화,CJU,13
대한항공,1320,1430,할인석,83700,2023-07-25,화,CJU,13
에어부산,1320,1430,일반석,118700,2023-07-25,화,CJU,13
대한항공,1320,1430,일반석,129700,2023-07-25,화,CJU,13
제주항공,1325,1435,할인석,58600,2023-07-25,화,CJU,13
제주항공,1325,1435,일반석,119200,2023-07-25,화,CJU,13
이스타항공,1330,1440,할인석,48600,2023-07-25,화,CJU,13
티웨이항공,1330,1440,할인석,52510,2023-07-25,화,CJU,13
티웨이항공,1330,1440,일반석,118700,2023-07-25,화,CJU,13
이스타항공,1330,1440,일반석,119600,2023-07-25,화,CJU,13
대한항공,1345,1455,특가석,64700,2023-07-25,화,CJU,13
대한항공,1345,1455,할인석,83700,2023-07-25,화,CJU,13
대한항공,1345,1455,일반석,129700,2023-07-25,화,CJU,13
제주항공,1400,1510,할인석,65600,2023-07-25,화,CJU,14
아시아나항공,1400,1510,특가석,66700,2023-07-25,화,CJU,14
아시아나항공,1400,1510,할인석,72700,2023-07-25,화,CJU,14
제주항공,1400,1510,일반석,119200,2023-07-25,화,CJU,14
아시아나항공,1400,1510,일반석,132700,2023-07-25,화,CJU,14
아시아나항공,1410,1520,특가석,66700,2023-07-25,화,CJU,14
아시아나항공,1410,1520,특가석,66700,2023-07-25,화,CJU,14
아시아나항공,1410,1520,할인석,72700,2023-07-25,화,CJU,14
아시아나항공,1410,1520,할인석,72700,2023-07-25,화,CJU,14
아시아나항공,1410,1520,일반석,132700,2023-07-25,화,CJU,14
아시아나항공,1410,1520,일반석,132700,2023-07-25,화,CJU,14
아시아나항공,1420,1530,특가석,66700,2023-07-25,화,CJU,14
아시아나항공,1420,1530,할인석,72700,2023-07-25,화,CJU,14
아시아나항공,1420,1530,일반석,132700,2023-07-25,화,CJU,14
대한항공,1440,1550,특가석,71700,2023-07-25,화,CJU,14
대한항공,1440,1550,할인석,83700,2023-07-25,화,CJU,14
대한항공,1440,1550,일반석,129700,2023-07-25,화,CJU,14
이스타항공,1445,1555,할인석,63600,2023-07-25,화,CJU,14
이스타항공,1445,1555,일반석,119600,2023-07-25,화,CJU,14
대한항공,1500,1615,할인석,94700,2023-07-25,화,CJU,15
대한항공,1500,1615,일반석,129700,2023-07-25,화,CJU,15
아시아나항공,1510,1620,할인석,96700,2023-07-25,화,CJU,15
아시아나항공,1510,1620,일반석,132700,2023-07-25,화,CJU,15
이스타항공,1530,1640,할인석,63600,2023-07-25,화,CJU,15
이스타항공,1530,1640,일반석,119600,2023-07-25,화,CJU,15
티웨이항공,1535,1645,할인석,92410,2023-07-25,화,CJU,15
티웨이항공,1535,1645,일반석,118700,2023-07-25,화,CJU,15
하이에어,1540,1710,특가석,58700,2023-07-25,화,CJU,15
하이에어,1540,1710,일반석,118700,2023-07-25,화,CJU,15
대한항공,1545,1700,할인석,94700,2023-07-25,화,CJU,15
대한항공,1545,1700,일반석,129700,2023-07-25,화,CJU,15
티웨이항공,1550,1700,할인석,86710,2023-07-25,화,CJU,15
티웨이항공,1550,1700,일반석,118700,2023-07-25,화,CJU,15
아시아나항공,1555,1705,할인석,90700,2023-07-25,화,CJU,15
아시아나항공,1555,1705,일반석,132700,2023-07-25,화,CJU,15
에어서울,1605,1715,할인석,61600,2023-07-25,화,CJU,16
에어서울,1605,1715,특가석,67500,2023-07-25,화,CJU,16
에어서울,1605,1715,일반석,119700,2023-07-25,화,CJU,16
대한항공,1610,1720,일반석,129700,2023-07-25,화,CJU,16
대한항공,1615,1725,할인석,94700,2023-07-25,화,CJU,16
대한항공,1615,1725,일반석,129700,2023-07-25,화,CJU,16
에어부산,1620,1730,할인석,58280,2023-07-25,화,CJU,16
티웨이항공,1620,1730,특가석-환불불가,67700,2023-07-25,화,CJU,16
티웨이항공,1620,1730,할인석,86710,2023-07-25,화,CJU,16
티웨이항공,1620,1730,일반석,118700,2023-07-25,화,CJU,16
